UniqueID,loan_default
655269,0.3503714
723482,0.3227201
758529,0.35287678
763449,0.295861
708663,0.3123057
725530,0.4195264
708592,0.29307562
714975,0.32242873
712795,0.3364806
708656,0.36599255
712520,0.122326456
753695,0.32046112
708646,0.23397912
730225,0.21819668
714877,0.2282741
769166,0.32559758
710254,0.22403945
708812,0.32607067
726172,0.3852822
716959,0.25133526
725935,0.33043197
736039,0.46112466
748400,0.47197467
753652,0.27095374
695108,0.30765235
695320,0.17079373
662145,0.38381097
688068,0.09948408
662099,0.24023543
723985,0.21498491
757491,0.18859683
688610,0.24334398
733285,0.24604936
722392,0.2201092
689941,0.18112667
662086,0.12826604
662336,0.1949324
662373,0.2888168
662111,0.1646354
711459,0.13423501
662098,0.16401689
729627,0.16013278
729023,0.16668849
698148,0.25805715
662059,0.17156717
662318,0.1949324
662400,0.12887594
745881,0.2235622
707400,0.09994432
665203,0.31212413
662265,0.3228411
724712,0.1496416
662430,0.23574753
662431,0.31559214
718315,0.24370548
733477,0.3371106
727178,0.19630307
709205,0.09876364
760975,0.32730266
728884,0.099221006
697644,0.2950565
766710,0.2729247
743227,0.14313371
728888,0.24243902
760702,0.20650457
677241,0.38530573
728922,0.17558472
728655,0.18164344
751372,0.3400151
741935,0.30710834
728307,0.2650391
717735,0.41350055
702566,0.19538635
757194,0.16285093
727264,0.39499626
767201,0.22925664
756322,0.2414157
728833,0.19243363
710833,0.54776174
742470,0.23925038
697634,0.36693215
702435,0.30860686
761300,0.304989
734035,0.35762337
728916,0.45764184
728234,0.28877428
747459,0.28764912
742464,0.26407632
728178,0.43326068
756405,0.29283026
729226,0.3453533
729812,0.33190465
761338,0.24604948
710494,0.3055129
764460,0.18113686
710622,0.25010285
756779,0.32777128
712028,0.2717967
756503,0.1602315
767068,0.23185776
756908,0.30860215
756887,0.28771353
766830,0.22761871
750180,0.26232713
654130,0.3158188
718310,0.19270086
710116,0.23027831
718090,0.18773142
717738,0.16901942
717763,0.307498
718122,0.29062575
756482,0.2469402
654116,0.29278418
756860,0.17215522
718369,0.17351297
756598,0.27791837
717871,0.2749219
768065,0.20507619
718014,0.20894179
754576,0.24354829
738611,0.33751246
757087,0.29730728
766961,0.307498
717826,0.1823023
717843,0.2343737
715776,0.28384715
721686,0.2762868
717640,0.22364967
718049,0.27581963
756661,0.36103085
757067,0.27201697
766290,0.27090716
764814,0.23509221
766918,0.26604387
718041,0.28343958
710788,0.40508896
767614,0.21033151
757168,0.12905045
690608,0.419382
692926,0.2813756
691329,0.16746782
683899,0.19391721
691102,0.1353061
758084,0.16406083
695277,0.19240734
680791,0.36648715
739107,0.3864275
719142,0.22037897
693504,0.2766253
739745,0.23732734
691131,0.11022674
766835,0.110658914
689547,0.19817318
719266,0.25401264
681174,0.22970805
710506,0.31816217
708686,0.19329943
739254,0.3029783
684079,0.12759453
745880,0.30128777
680848,0.2576016
692316,0.33305416
739169,0.124488786
757097,0.17669052
683767,0.07109666
682686,0.18012966
681184,0.37796235
719076,0.124900796
739539,0.19818877
693069,0.20917356
689637,0.30128777
719214,0.20969154
680936,0.15018965
766344,0.19568272
729262,0.22851394
766080,0.09302668
729137,0.31562024
729147,0.3933088
754653,0.22096394
729006,0.22380134
721015,0.25859788
743861,0.20761928
724054,0.26833054
710959,0.21371816
755247,0.32253578
729097,0.4123476
728996,0.33751246
728557,0.21615642
739664,0.20276166
766297,0.26509416
753448,0.24426264
766357,0.25787714
746654,0.24283169
703653,0.3039244
729025,0.18212646
730115,0.31326795
759298,0.121789426
766104,0.3035657
711093,0.18549553
766735,0.38222718
710969,0.14090799
766145,0.34205124
729062,0.3105326
744371,0.2920504
747659,0.30128777
662312,0.4224749
761597,0.19424373
766813,0.35908365
663407,0.32227996
668048,0.16664113
663839,0.2703194
679710,0.39758554
669243,0.38459
657976,0.38089347
663606,0.32900545
657988,0.31083062
759622,0.17897305
759821,0.28683773
662711,0.4434299
665807,0.2892405
657990,0.19944969
675964,0.24211498
663616,0.16120015
668162,0.43107462
662639,0.27218774
678807,0.22054653
662184,0.49117622
674086,0.3109507
677849,0.38054416
664508,0.34467393
759356,0.20988655
668185,0.22902088
672969,0.4250226
699983,0.38470158
662810,0.35436937
707024,0.25041813
663060,0.30774513
739466,0.17243487
759755,0.30854335
669312,0.40990534
663024,0.24287097
658299,0.39392605
670527,0.17274942
658403,0.19816387
708480,0.30352557
683163,0.3677479
656465,0.2735881
686000,0.31139773
662174,0.16837962
748647,0.31611967
658055,0.19193795
748920,0.3917003
765801,0.18971762
762643,0.3561332
657992,0.27586383
658270,0.19539738
685945,0.16040309
