UniqueID,loan_default
655269,0.23745055500633017
723482,0.2861180982304398
758529,0.3228818961866097
763449,0.3300416325814421
708663,0.27610129487498164
725530,0.2933324333993133
708592,0.2739430218184395
714975,0.2812926601746424
712795,0.27987865169061893
708656,0.27635532615486214
712520,0.2756416012985101
753695,0.3195162797533831
708646,0.2733319263720866
730225,0.2947709031473316
714877,0.281475299838907
769166,0.33941180133376636
710254,0.2730976188335133
708812,0.27800094811606163
726172,0.2936825949854087
716959,0.2831401222907003
725935,0.2932771928286768
736039,0.2969127348261564
748400,0.31135263038134225
753652,0.3189563719363721
695108,0.26488528474271017
695320,0.2607520818723581
662145,0.23637677163801799
688068,0.25500267573408464
662099,0.23834050661409933
723985,0.28204496790848066
757491,0.318639709669122
688610,0.25809420583557896
733285,0.29943826638234156
722392,0.2834807445279712
689941,0.2562810994955357
662086,0.23736528878818536
662336,0.24031345551861133
662373,0.2469424079235457
662111,0.23781201275985003
711459,0.27316593644816684
662098,0.23999069214625163
729627,0.29533776640855675
729023,0.291359027182699
698148,0.2626784204846425
662059,0.2375712827820772
662318,0.24030629624613914
662400,0.2365821544029662
745881,0.3048420648229585
707400,0.2697484428271054
665203,0.24008131849794337
662265,0.2367836404685804
724712,0.28355229894767203
662430,0.2386164330174005
662431,0.2395176463431161
718315,0.2799981756328734
733477,0.2965336969495073
727178,0.2894393922522686
709205,0.27119943967843474
760975,0.32223006308927665
728884,0.29150446903859156
697644,0.2652444010802454
766710,0.33695123191676346
743227,0.30342421028760913
728888,0.29278713086310737
760702,0.324597903660969
677241,0.2470211754074243
728922,0.2935405844067031
728655,0.29705462369771296
751372,0.31201332912338337
741935,0.30247087293797775
728307,0.29596065030215785
717735,0.2876511075859435
702566,0.2660184389898022
757194,0.3195121561885591
727264,0.2945941230595214
767201,0.3311979532389081
756322,0.3144121098370478
728833,0.29348607388379017
710833,0.27638831255846735
742470,0.3098876665457622
697634,0.27114852356379965
702435,0.26845544001985383
761300,0.3249324801728268
734035,0.2947088894770724
728916,0.29555935836869335
728234,0.2908708873183144
747459,0.3061985578646969
742464,0.3071893562687649
728178,0.2916837662775804
756405,0.320483097524489
729226,0.29549860389097893
729812,0.29024461569462945
761338,0.3273419801078978
710494,0.27202426505843547
764460,0.329966035555899
710622,0.2767145090936083
756779,0.3243221140091989
712028,0.2798729145308254
756503,0.3215914847960158
767068,0.3355921696098137
756908,0.32433180679429396
756887,0.32420982174259977
766830,0.3295206946855995
750180,0.31494646087483524
654130,0.23689376084879923
718310,0.28140023628768013
710116,0.27225635634595247
718090,0.28349907544768316
717738,0.2788169014822791
717763,0.2883743125111627
718122,0.2838031382739872
756482,0.3219223440806958
654116,0.23830800673011135
756860,0.31722709260581683
718369,0.2810587470141364
756598,0.32391868413599473
717871,0.28350035827828024
768065,0.3384660142984179
718014,0.28067253461060876
754576,0.31788033864214754
738611,0.3051642409857945
757087,0.32272692509975626
766961,0.3359871695074201
717826,0.2792119136053439
717843,0.2813471397965409
715776,0.28330642745303897
721686,0.28701997554908926
