UniqueID,loan_default
655269,0.6
723482,0.2
758529,0.2
763449,0.2
708663,0.2
725530,0.2
708592,0.2
714975,0.2
712795,0.2
708656,0.2
712520,0.2
753695,0.2
708646,0.2
730225,0.2
714877,0.2
769166,0.2
710254,0.2
708812,0.2
726172,0.2
716959,0.2
725935,0.2
736039,0.2
748400,0.2
753652,0.2
695108,0.2
695320,0.2
662145,0.2
688068,0.2
662099,0.2
723985,0.2
757491,0.2
688610,0.2
733285,0.2
722392,0.2
689941,0.2
662086,0.2
662336,0.2
662373,0.2
662111,0.2
711459,0.2
662098,0.2
729627,0.2
729023,0.2
698148,0.2
662059,0.2
662318,0.2
662400,0.2
745881,0.2
707400,0.2
665203,0.2
662265,0.2
724712,0.2
662430,0.2
662431,0.2
718315,0.2
733477,0.2
727178,0.2
709205,0.2
760975,0.2
728884,0.2
697644,0.2
766710,0.2
743227,0.2
728888,0.2
760702,0.2
677241,0.2
728922,0.2
728655,0.2
751372,0.2
741935,0.2
728307,0.2
717735,0.2
702566,0.2
757194,0.2
727264,0.2
767201,0.2
756322,0.2
728833,0.2
710833,0.2
742470,0.2
697634,0.2
702435,0.2
761300,0.2
734035,0.2
728916,0.2
728234,0.2
747459,0.2
742464,0.2
728178,0.2
756405,0.2
729226,0.2
729812,0.2
761338,0.2
710494,0.2
764460,0.2
710622,0.2
756779,0.2
712028,0.2
756503,0.2
767068,0.2
756908,0.2
756887,0.2
766830,0.2
750180,0.2
654130,0.6
718310,0.2
710116,0.2
718090,0.2
717738,0.2
717763,0.2
718122,0.2
756482,0.2
654116,0.6
756860,0.2
718369,0.2
756598,0.2
717871,0.2
768065,0.2
718014,0.2
754576,0.2
738611,0.2
757087,0.2
766961,0.2
717826,0.2
717843,0.2
715776,0.2
721686,0.2
717640,0.2
718049,0.2
756661,0.2
757067,0.2
766290,0.2
764814,0.2
766918,0.2
718041,0.2
710788,0.2
767614,0.2
757168,0.2
690608,0.2
692926,0.2
691329,0.2
683899,0.2
691102,0.2
758084,0.2
695277,0.2
680791,0.2
739107,0.2
719142,0.2
693504,0.2
739745,0.2
691131,0.2
766835,0.2
689547,0.2
719266,0.2
681174,0.2
710506,0.2
708686,0.2
739254,0.2
684079,0.2
745880,0.2
680848,0.2
692316,0.2
739169,0.2
757097,0.2
683767,0.2
682686,0.2
681184,0.2
719076,0.2
739539,0.2
693069,0.2
689637,0.2
719214,0.2
680936,0.2
766344,0.2
729262,0.2
766080,0.2
729137,0.2
729147,0.2
754653,0.2
729006,0.2
721015,0.2
743861,0.2
724054,0.2
710959,0.2
755247,0.2
729097,0.2
728996,0.2
728557,0.2
739664,0.2
766297,0.2
753448,0.2
766357,0.2
746654,0.2
703653,0.2
729025,0.2
730115,0.2
759298,0.2
766104,0.2
711093,0.2
766735,0.2
710969,0.2
766145,0.2
729062,0.2
744371,0.2
747659,0.2
662312,0.2
761597,0.2
766813,0.2
663407,0.2
668048,0.2
663839,0.2
679710,0.2
669243,0.2
657976,0.4
663606,0.2
657988,0.4
759622,0.2
759821,0.2
662711,0.2
665807,0.2
657990,0.4
675964,0.2
663616,0.2
668162,0.2
662639,0.2
678807,0.2
662184,0.2
674086,0.2
677849,0.2
664508,0.2
759356,0.2
668185,0.2
672969,0.2
699983,0.2
662810,0.2
707024,0.2
663060,0.2
739466,0.2
759755,0.2
669312,0.2
663024,0.2
658299,0.4
670527,0.2
658403,0.4
708480,0.2
683163,0.2
656465,0.4
686000,0.2
662174,0.2
748647,0.2
658055,0.4
748920,0.2
765801,0.2
762643,0.2
657992,0.4
658270,0.4
685945,0.2
739280,0.2
674233,0.2
769170,0.2
662568,0.2
668200,0.2
663016,0.2
676421,0.2
665646,0.2
668116,0.2
761103,0.2
662915,0.2
661090,0.2
733900,0.2
723174,0.2
760464,0.2
761592,0.2
742057,0.2
759460,0.2
764881,0.2
656081,0.6
675378,0.2
738320,0.2
765224,0.2
657351,0.4
694935,0.2
721085,0.2
658028,0.4
659732,0.2
675401,0.2
726234,0.2
733551,0.2
761316,0.2
688991,0.2
665516,0.2
708463,0.2
741730,0.2
726409,0.2
719133,0.2
685223,0.2
719052,0.2
694120,0.2
755368,0.2
741717,0.2
731079,0.2
719048,0.2
654797,0.6
689189,0.2
720137,0.2
755456,0.2
726293,0.2
735185,0.2
755082,0.2
719369,0.2
696157,0.2
654131,0.6
656815,0.4
757029,0.2
673338,0.2
764929,0.2
743413,0.2
665039,0.2
742395,0.2
731100,0.2
719376,0.2
654491,0.6
719367,0.2
724758,0.2
672220,0.2
719111,0.2
740263,0.2
747778,0.2
665238,0.2
693374,0.2
673366,0.2
750783,0.2
708010,0.2
726274,0.2
686036,0.2
685614,0.2
730736,0.2
660279,0.2
744514,0.2
740218,0.2
671479,0.2
665166,0.2
680551,0.2
665032,0.2
744022,0.2
719757,0.2
749080,0.2
731697,0.2
672293,0.2
702068,0.2
730529,0.2
740573,0.2
755286,0.2
747249,0.2
735619,0.2
735572,0.2
702118,0.2
743749,0.2
713196,0.2
695693,0.2
720715,0.2
665047,0.2
660287,0.2
742295,0.2
662043,0.2
665028,0.2
740350,0.2
726266,0.2
656520,0.4
687532,0.2
672983,0.2
660218,0.2
672317,0.2
742862,0.2
740194,0.2
719261,0.2
755624,0.2
719258,0.2
742291,0.2
731111,0.2
748547,0.2
665224,0.2
735356,0.2
744932,0.2
719181,0.2
756186,0.2
735577,0.2
719247,0.2
660249,0.2
731114,0.2
689078,0.2
655531,0.6
655540,0.6
748454,0.2
709046,0.2
669264,0.2
719781,0.2
702271,0.2
654764,0.6
663158,0.2
707175,0.2
657596,0.4
669667,0.2
661823,0.2
661806,0.2
732908,0.2
665290,0.2
763465,0.2
665245,0.2
665183,0.2
763563,0.2
665195,0.2
724240,0.2
669674,0.2
700311,0.2
763736,0.2
672951,0.2
702822,0.2
745572,0.2
713383,0.2
733303,0.2
673223,0.2
745816,0.2
724978,0.2
735433,0.2
668800,0.2
751042,0.2
726358,0.2
689739,0.2
754254,0.2
713214,0.2
734877,0.2
674443,0.2
760989,0.2
688840,0.2
713738,0.2
673230,0.2
763187,0.2
671174,0.2
677099,0.2
731498,0.2
725543,0.2
692688,0.2
731681,0.2
754417,0.2
768625,0.2
690461,0.2
732198,0.2
751363,0.2
754168,0.2
753805,0.2
750703,0.2
760051,0.2
761542,0.2
684765,0.2
754377,0.2
666963,0.2
710450,0.2
686352,0.2
668757,0.2
709207,0.2
758471,0.2
741750,0.2
748789,0.2
715206,0.2
732122,0.2
747698,0.2
684554,0.2
656335,0.6
667455,0.2
753470,0.2
759073,0.2
709736,0.2
765702,0.2
657576,0.4
716103,0.2
706077,0.2
